injection_id,tic,sector,camera,ccd,tessmag,aperture,signal_family,period_d,t0_d,t0_bjd,duration_min,depth,baseline,n_cadences,n_quality_zero,n_in_transit,n_good_in_transit,split,label,label_source,source_export_h5,source_target_group,h5_group
inj_000162,1551229404,56,4,1,19.91527196527435,DET_FLUX,wd1856_like,0.8952986387821843,2832.320928757734,2459832.3209287575,4.992936330920754,0.3667723828855034,1.0,11775,11539,46,45,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551229404,/injections/inj_000162
inj_000163,1551633336,56,4,2,18.45120577115033,DET_FLUX,short_deep,0.7476557855692932,2845.575242557575,2459845.5752425576,19.3900894378618,0.05018380065700548,0.9999999701976776,11775,11618,214,214,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551633336,/injections/inj_000163
inj_000164,1551655193,56,4,2,19.55599477747676,DET_FLUX,roche_boundary,0.20022480304923718,2843.419830916912,2459843.419830917,6.9063184549920145,0.09499831504397117,1.0,11775,11775,283,283,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551655193,/injections/inj_000164
inj_000165,1551247328,56,4,1,19.65346651980094,DET_FLUX,wd1856_like,0.8037220671620611,2836.3075938355123,2459836.3075938355,9.134088936380701,0.16758732202689824,1.0,11775,11627,88,88,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551247328,/injections/inj_000165
inj_000166,1551506315,56,4,1,19.51349914362239,DET_FLUX,short_deep,0.24109323244849049,2836.918268307714,2459836.9182683076,17.591927706017827,0.13125744849216872,1.0,11775,11567,596,585,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551506315,/injections/inj_000166
inj_000167,1551553509,56,4,1,19.68015852839088,DET_FLUX,roche_boundary,0.2968621998697822,2825.7538260840624,2459825.753826084,14.080853628090683,0.15739097804199464,1.0,11775,11578,389,385,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551553509,/injections/inj_000167
inj_000168,611160563,56,1,4,19.59820458659073,DET_FLUX,wd1856_like,1.5931359857981962,2829.5018509706106,2459829.5018509706,4.654651430755832,0.4366370556846102,1.0,11775,11574,24,24,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000611160563,/injections/inj_000168
inj_000169,1551419082,56,4,1,19.78005002977348,DET_FLUX,short_deep,0.7272576045261091,2849.8801771071808,2459849.880177107,18.436205760846317,0.1349626322886684,1.0,11775,11631,210,210,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551419082,/injections/inj_000169
inj_000170,1551409994,56,4,1,19.46380025102973,DET_FLUX,roche_boundary,0.2758675889814131,2833.384609973807,2459833.384609974,5.086102137870236,0.27734399237508023,1.0,11775,11775,149,149,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551409994,/injections/inj_000170
inj_000171,162038177,56,2,3,16.61106254695577,DET_FLUX,wd1856_like,1.5289189949061381,2832.420325642002,2459832.420325642,6.451716347454555,0.26200079020282663,1.0000000298023224,11775,11188,34,32,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000162038177,/injections/inj_000171
inj_000172,1551424964,56,4,1,19.54477153284504,DET_FLUX,short_deep,0.753786057521239,2831.1638042497125,2459831.16380425,12.071060083512576,0.28423277501637745,1.0,11775,11667,127,127,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551424964,/injections/inj_000172
inj_000173,1551233525,56,4,1,19.6028602185742,DET_FLUX,roche_boundary,0.23687979377321317,2829.0819420582284,2459829.081942058,7.1369861730695465,0.21831847621094247,1.0,11775,11604,257,255,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551233525,/injections/inj_000173
inj_000174,1551284807,56,4,1,19.81877401669323,DET_FLUX,wd1856_like,1.9733801934979767,2852.0308597497783,2459852.0308597498,11.68143634384757,0.25680647217112806,1.0000000298023224,11775,11574,49,49,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551284807,/injections/inj_000174
inj_000175,1271338258,56,4,3,17.54762771584859,DET_FLUX,short_deep,1.4765721507697853,2832.292803909158,2459832.292803909,19.462556097504805,0.31201536873686564,1.0,11775,11660,111,111,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001271338258,/injections/inj_000175
inj_000176,1551667999,56,4,2,18.86428598228279,DET_FLUX,roche_boundary,0.2794325917186364,2841.77598184794,2459841.775981848,12.687604139593526,0.17980396318663422,1.0,11775,11775,378,378,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551667999,/injections/inj_000176
inj_000177,1551564040,56,4,1,18.86899658217192,DET_FLUX,wd1856_like,0.8527841746303543,2832.3196546763015,2459832.319654676,6.212427053171221,0.3218111257135991,0.9999999701976776,11775,11596,61,59,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551564040,/injections/inj_000177
inj_000178,1551405046,56,4,1,18.71156520222522,DET_FLUX,short_deep,0.12058511383664301,2835.4994415828555,2459835.4994415827,3.2868707876565515,0.43874044808316337,1.0000000298023224,11775,11724,225,224,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551405046,/injections/inj_000178
inj_000179,1551519319,56,4,1,19.5747438216867,DET_FLUX,roche_boundary,0.2824724712928971,2850.747666871464,2459850.7476668716,9.721429140804206,0.25076561951540344,1.0,11775,11565,279,275,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551519319,/injections/inj_000179
inj_000180,1551174856,56,4,1,19.35907569429181,DET_FLUX,wd1856_like,1.572960164212761,2851.8816874140016,2459851.881687414,9.370891833043952,0.19893829889519732,1.0,11775,11699,47,45,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551174856,/injections/inj_000180
inj_000181,1551320065,56,4,1,20.0553316108922,DET_FLUX,short_deep,0.22548075962462,2830.4242669518203,2459830.4242669516,4.1505520810405345,0.1814185152879169,1.0000000298023224,11775,11772,150,150,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551320065,/injections/inj_000181
inj_000182,1551311020,56,4,1,17.28239179571319,DET_FLUX,roche_boundary,0.2656734843848592,2852.673842154517,2459852.6738421544,7.270617016281985,0.26294633120239747,1.0,11775,11694,226,224,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551311020,/injections/inj_000182
inj_000183,1551277695,56,4,1,19.5334051861099,DET_FLUX,wd1856_like,1.8672821132819473,2841.2841421790413,2459841.284142179,9.916189146629911,0.4548197118534526,1.0,11775,11637,45,45,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551277695,/injections/inj_000183
inj_000184,1551715704,56,4,2,17.97339418949172,DET_FLUX,short_deep,0.4294803508910491,2849.2116203797023,2459849.2116203797,5.436052468637447,0.35618705378199733,1.0,11775,11775,106,106,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551715704,/injections/inj_000184
inj_000185,1551515049,56,4,1,19.68253200893157,DET_FLUX,roche_boundary,0.22153942485851136,2841.200335026339,2459841.2003350263,4.689388665599177,0.11810318729284648,1.0000000298023224,11775,11614,170,169,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551515049,/injections/inj_000185
inj_000186,1551209067,56,4,1,20.0253577312015,DET_FLUX,wd1856_like,0.9730496773867957,2842.7862249162795,2459842.786224916,10.939643415233235,0.460840199404763,1.0,11775,11567,96,96,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551209067,/injections/inj_000186
inj_000187,1551220329,56,4,1,19.66134043676101,DET_FLUX,short_deep,1.1338494568631385,2849.671344781579,2459849.6713447818,17.845921680939433,0.4116136462719254,1.0,11775,11440,133,128,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551220329,/injections/inj_000187
inj_000188,1551559757,56,4,1,19.26549052382143,DET_FLUX,roche_boundary,0.30069146816885717,2850.918135874622,2459850.9181358744,3.088581163032699,0.08073235348228586,1.0,11775,11562,85,84,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551559757,/injections/inj_000188
inj_000189,1201118625,56,4,4,19.42441483411175,DET_FLUX,wd1856_like,1.104647851766977,2837.833191886258,2459837.833191886,9.898356135453977,0.3083191409305113,1.0,11775,10992,74,71,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201118625,/injections/inj_000189
inj_000190,1551702709,56,4,2,19.80301320261562,DET_FLUX,short_deep,0.12919882056372622,2852.583990490897,2459852.583990491,15.804261538935313,0.03838164279794487,1.0,11775,11775,1006,1006,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551702709,/injections/inj_000190
inj_000191,1551434493,56,4,1,18.88037457034292,DET_FLUX,roche_boundary,0.28188561424589376,2841.219815758073,2459841.219815758,10.222500080941773,0.1793195133376948,1.0,11775,11639,294,291,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551434493,/injections/inj_000191
inj_000192,1551578658,56,4,1,18.46335679406079,DET_FLUX,wd1856_like,0.8883941801666816,2852.460273624565,2459852.4602736244,7.095360199248353,0.1173622546785041,1.0000000298023224,11775,11672,65,65,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551578658,/injections/inj_000192
inj_000193,1551553656,56,4,1,19.6872584912396,DET_FLUX,short_deep,0.2752132997795458,2843.826576928153,2459843.826576928,9.461753305750126,0.1683134221484992,1.0,11775,11573,281,279,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551553656,/injections/inj_000193
inj_000194,1551598066,56,4,2,19.91240797751678,DET_FLUX,roche_boundary,0.21266285104517826,2841.67164869878,2459841.671648699,12.277434085168451,0.03798545941390169,0.9999999701976776,11775,11698,471,467,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551598066,/injections/inj_000194
inj_000195,1201118255,56,4,4,19.84840423109274,DET_FLUX,wd1856_like,0.9784015847208025,2847.561355291245,2459847.5613552914,7.208082164346613,0.19183102837211186,1.0,11775,10995,58,56,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201118255,/injections/inj_000195
inj_000196,1551230614,56,4,1,16.68704061934347,DET_FLUX,short_deep,0.26906810947134674,2847.8759952613664,2459847.8759952616,3.403194619828615,0.4780708440909136,1.0,11775,11547,103,101,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551230614,/injections/inj_000196
inj_000197,1551566503,56,4,1,20.01195502905756,DET_FLUX,roche_boundary,0.25226210965652973,2825.357519296998,2459825.357519297,3.6697071277063946,0.20405781762357786,1.0,11775,11608,123,121,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551566503,/injections/inj_000197
inj_000198,1551741091,56,4,2,19.47776680611518,DET_FLUX,wd1856_like,1.9064342991769463,2839.4308943087613,2459839.4308943087,7.412520375646238,0.3905294429660113,1.0,11775,11775,32,32,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551741091,/injections/inj_000198
inj_000199,1551636908,56,4,2,19.79054427138395,DET_FLUX,short_deep,0.19136096885490117,2829.378338019776,2459829.37833802,7.996084375273228,0.26573251240598095,1.0,11775,11672,333,330,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551636908,/injections/inj_000199
inj_000200,1551411829,56,4,1,18.21775316443692,DET_FLUX,roche_boundary,0.2858318104279829,2831.2747802371678,2459831.274780237,11.050220008758394,0.22152286450091455,1.0,11775,11695,316,313,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551411829,/injections/inj_000200
inj_000201,1551551504,56,4,1,19.5109150911857,DET_FLUX,wd1856_like,1.8209319737273926,2836.4266774880643,2459836.4266774883,4.710318532350626,0.24701146231377885,1.0,11775,11585,23,23,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551551504,/injections/inj_000201
inj_000202,1551553471,56,4,1,19.81915748579693,DET_FLUX,short_deep,0.6400060279458866,2852.264983625548,2459852.2649836256,13.02641763519469,0.19193788797358138,1.0,11775,11576,167,163,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551553471,/injections/inj_000202
inj_000203,1551511150,56,4,1,18.82831372743926,DET_FLUX,roche_boundary,0.2965930789165463,2851.9809686314184,2459851.9809686313,12.997039125793005,0.25857026210740675,1.0,11775,11609,354,347,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551511150,/injections/inj_000203
inj_000204,1201233166,56,4,4,19.48138005069958,DET_FLUX,wd1856_like,1.5963607404312634,2826.647307087724,2459826.6473070877,10.428797806265106,0.39163787806721656,1.0,11775,10538,53,50,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201233166,/injections/inj_000204
inj_000205,1551751988,56,4,2,19.36924816661945,DET_FLUX,short_deep,0.1375795963295006,2843.2023004866783,2459843.2023004866,4.936899361648122,0.20333467024222507,1.0,11775,11775,293,293,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551751988,/injections/inj_000205
inj_000206,1551390822,56,4,1,18.82436961089707,DET_FLUX,roche_boundary,0.3426257151716336,2850.816268939272,2459850.816268939,11.929367620370662,0.020741978221988,1.0,11775,11775,277,277,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551390822,/injections/inj_000206
inj_000207,1551226026,56,4,1,19.71050104637315,DET_FLUX,wd1856_like,2.2850498266968353,2831.2951501277744,2459831.2951501277,5.185418652010779,0.12111149488477004,1.0000000298023224,11775,11476,18,17,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551226026,/injections/inj_000207
inj_000208,1551696421,56,4,2,19.63746083287228,DET_FLUX,short_deep,0.819659956309191,2841.6192786759543,2459841.619278676,9.207820860157076,0.1933945660327214,1.0,11775,11775,90,90,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551696421,/injections/inj_000208
inj_000209,1551306747,56,4,1,19.73326655408426,DET_FLUX,roche_boundary,0.2655527968345558,2839.938418702819,2459839.9384187027,14.331843652426825,0.2587455167733833,1.0,11775,11661,444,440,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551306747,/injections/inj_000209
inj_000210,1201233511,56,4,4,19.88565962995128,DET_FLUX,wd1856_like,0.8193783514260451,2836.1842241570193,2459836.184224157,4.426875635440318,0.5080350713975071,1.0000000298023224,11775,10510,43,39,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201233511,/injections/inj_000210
inj_000211,1551462259,56,4,1,19.77873186937448,DET_FLUX,short_deep,0.4885807171762163,2831.2312615229876,2459831.231261523,18.59935563323986,0.3201402237097548,1.0,11775,11591,303,298,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551462259,/injections/inj_000211
inj_000212,1551752487,56,4,2,19.28251182514362,DET_FLUX,roche_boundary,0.26344366341860515,2833.454902577391,2459833.454902577,8.782505863968849,0.05338688165754003,1.0,11775,11775,275,275,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551752487,/injections/inj_000212
inj_000213,1271336033,56,4,3,18.78238100972742,DET_FLUX,wd1856_like,1.4525899684027146,2842.3859815048745,2459842.385981505,10.880076796689503,0.3840284035141977,1.0000000298023224,11775,11282,64,60,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001271336033,/injections/inj_000213
inj_000214,1551564634,56,4,1,19.65108297678872,DET_FLUX,short_deep,0.43817432230201536,2829.4742943317915,2459829.474294332,12.206106157241665,0.3782900978773803,1.0,11775,11589,230,226,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551564634,/injections/inj_000214
inj_000215,1551275518,56,4,1,19.81669902316579,DET_FLUX,roche_boundary,0.2770820640048019,2842.4646410544483,2459842.4646410546,14.07275290987203,0.21600647069057854,0.9999999701976776,11775,11640,417,412,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551275518,/injections/inj_000215
inj_000216,1551760928,56,4,2,17.31555744740797,DET_FLUX,wd1856_like,0.9750209642447003,2833.9242592797555,2459833.92425928,6.684876405839235,0.3311857446453353,1.0,11775,11775,56,56,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551760928,/injections/inj_000216
inj_000217,1551304764,56,4,1,20.02411844102673,DET_FLUX,short_deep,0.2949375119619799,2835.858995280206,2459835.85899528,18.383985263701767,0.20142007150543703,0.9999999701976776,11775,11668,506,501,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551304764,/injections/inj_000217
inj_000218,1551622574,56,4,2,19.69418700321728,DET_FLUX,roche_boundary,0.1835807747224475,2847.5411357010635,2459847.541135701,11.828768814707795,0.17817261721741393,1.0,11775,11625,525,517,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551622574,/injections/inj_000218
inj_000219,190621255,56,2,2,18.29249303294404,DET_FLUX,wd1856_like,1.029637288790793,2840.6558508356325,2459840.6558508356,9.716915592218683,0.4119873376910175,1.0,11775,9688,76,61,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000190621255,/injections/inj_000219
inj_000220,1551731401,56,4,2,19.41623528156154,DET_FLUX,short_deep,0.12695889594302223,2845.8831804877113,2459845.883180488,18.504824016194092,0.3922175721300688,1.0,11775,11775,1192,1192,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551731401,/injections/inj_000220
inj_000221,1551455223,56,4,1,20.08182034427782,DET_FLUX,roche_boundary,0.29951706977929404,2847.6534121432433,2459847.6534121432,8.438816994280142,0.14025721120760948,1.0,11775,11591,230,227,test,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551455223,/injections/inj_000221
inj_000222,1551668669,56,4,2,20.11943428958315,DET_FLUX,wd1856_like,1.7295624733277306,2827.8002920712474,2459827.8002920714,8.861192800029034,0.51273839987002,1.0,11775,11775,42,42,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551668669,/injections/inj_000222
inj_000223,1551326559,56,4,1,18.49178089205224,DET_FLUX,short_deep,0.16643265521884437,2827.5977042356017,2459827.5977042355,10.643992775655484,0.35733482260803073,1.0,11775,11711,521,518,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551326559,/injections/inj_000223
inj_000224,1551488353,56,4,1,18.76676833794662,DET_FLUX,roche_boundary,0.2691144468855098,2843.3361027158207,2459843.3361027157,5.262447943569604,0.2981014804375037,1.0,11775,11613,161,158,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551488353,/injections/inj_000224
inj_000225,1201115436,56,4,4,19.55270440430881,DET_FLUX,wd1856_like,1.1111797141113164,2845.2343935413887,2459845.2343935412,7.135502522573004,0.4499045205264798,1.0000000298023224,11775,10906,49,45,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201115436,/injections/inj_000225
inj_000226,1551291100,56,4,1,18.52606953221048,DET_FLUX,short_deep,0.22603449687505953,2839.3747924978647,2459839.374792498,14.171919828748674,0.062386170715617716,1.0,11775,11646,511,506,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551291100,/injections/inj_000226
inj_000227,1551741426,56,4,2,19.908377754293,DET_FLUX,roche_boundary,0.2927161815760875,2851.3194984090924,2459851.319498409,5.636709759305191,0.06454972016890163,1.0,11775,11775,159,159,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551741426,/injections/inj_000227
inj_000228,1551563513,56,4,1,20.06467630079344,DET_FLUX,wd1856_like,1.4485862338990396,2838.1790252148026,2459838.1790252146,9.024743222287928,0.4114721159976743,1.0000000298023224,11775,11596,52,52,validation,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551563513,/injections/inj_000228
inj_000229,194061710,56,3,1,14.72426996891664,DET_FLUX,short_deep,0.1656982252912437,2849.044576712665,2459849.044576713,5.99032332262616,0.37257594083743195,0.9999999701976776,11775,11252,299,287,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000194061710,/injections/inj_000229
inj_000230,1271209436,56,4,4,19.82264132784622,DET_FLUX,roche_boundary,0.19014717045267654,2837.572538518018,2459837.572538518,5.145609444552198,0.07528595165786114,1.0,11775,10597,220,198,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001271209436,/injections/inj_000230
inj_000231,1551561914,56,4,1,19.67045439171,DET_FLUX,wd1856_like,1.702807519521646,2841.025607604053,2459841.025607604,6.753059639734257,0.5293840056947503,1.0,11775,11561,34,34,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551561914,/injections/inj_000231
inj_000232,1551227575,56,4,1,19.45645540256327,DET_FLUX,short_deep,0.33670766781978173,2841.7197043124365,2459841.7197043123,12.55768372736749,0.4236166871975885,1.0,11775,11129,304,284,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001551227575,/injections/inj_000232
inj_000233,1201234351,56,4,4,18.20659946041422,DET_FLUX,roche_boundary,0.21161631885662563,2831.3212159952004,2459831.321215995,5.484891709247107,0.25653374683481395,1.0,11775,10501,211,188,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001201234351,/injections/inj_000233
inj_000234,1271209406,56,4,4,19.57518120437459,DET_FLUX,wd1856_like,0.9376281147561536,2833.0969553639266,2459833.096955364,8.087538507164979,0.22773966382078326,1.0,11775,10625,68,58,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000001271209406,/injections/inj_000234
inj_000235,611160563,56,1,4,19.59820458659073,DET_FLUX,short_deep,0.8136038487757569,2840.345602505427,2459840.3456025054,16.909740987220832,0.07896536787168892,1.0,11775,11574,161,156,train,planet_like,injection,/pdo/users/tehan/twirl_stage3/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_1000.h5,/targets/0000000611160563,/injections/inj_000235
